Name,Total Flights,Number of Seats,Seats per Departures,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
TER,70,14810,211,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.04,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00
TET,391,28187,72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00
ZLO,853,43193,50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.44,0.00,0.08,0.00,0.17,1.00,0.00,0.02,0.17,0.00,0.00,0.00
NBE,15,2610,174,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ADQ,1404,55507,39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.71,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.20,1.00,0.00,0.00,0.00,0.35,0.00
GMB,405,23085,57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.33,0.33,0.00,0.00,0.50,0.38,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00
ADZ,2165,278120,128,0.00,0.00,0.00,0.05,0.01,0.00,0.00,0.00,0.00,0.01,0.11,0.07,0.47,0.23,1.00,0.00,0.74,0.00,0.00,0.93,0.00,0.00,0.77,0.00
DNH,264,39120,148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00
DNK,296,34189,115,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.14,1.00,0.00,0.68,0.00,0.00,0.00,0.40,0.00,0.00
ADF,27,3863,143,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GMZ,469,33768,72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
ADD,18649,2861642,153,0.18,0.05,0.05,0.00,0.02,0.02,0.00,0.10,0.38,1.00,0.36,0.04,0.08,0.01,0.06,0.02,0.14,0.04,0.02,0.00,0.00,0.13,0.36,0.33
ADE,132,15400,116,0.00,0.00,0.00,1.00,1.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ADB,2143,286733,133,0.00,0.00,0.00,0.00,0.26,0.00,0.32,1.00,0.31,0.54,0.48,0.73,0.06,0.02,0.49,0.27,0.00,0.18,0.52,0.49,0.63,0.11,0.61,0.00
ADA,1148,165545,144,0.00,0.00,0.00,0.19,0.00,0.00,0.66,0.00,1.00,0.00,0.19,0.02,0.03,0.00,0.00,0.09,0.05,0.04,0.06,0.01,0.27,0.47,0.02,0.00
ADL,7039,1035911,147,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.34,0.54,0.52,0.67,0.30,0.73,0.65,0.49,0.44,0.42,0.29,0.43,0.13,0.02,0.35,0.00
GMP,23837,4838922,203,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.45,1.00,0.55,0.40,0.28,0.74,0.33,0.36,0.81,0.57,0.53,0.23,0.69,0.45,0.01,0.00,0.00
ADK,6,648,108,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
DNZ,17,2074,122,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
KZR,59,7718,130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KZS,52,1924,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BRW,2301,35148,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.46,0.79,0.06,0.82,0.00,0.27,0.38,0.32,0.00,0.25,0.00,0.14,0.00,0.00,0.00
BRU,16567,2073141,125,0.00,0.00,0.00,0.00,0.00,0.02,0.20,0.08,0.10,0.46,0.75,0.28,0.15,0.21,0.19,0.19,0.22,0.14,0.25,0.30,1.00,0.31,0.00,0.03
BRS,3105,430843,138,0.00,0.00,0.00,0.00,0.00,0.00,0.79,1.00,0.15,0.00,0.55,0.22,0.23,0.32,0.27,0.40,0.20,0.63,0.12,0.26,0.20,0.03,0.00,0.00
BRO,171,8550,50,0.00,0.00,0.00,0.00,0.00,0.18,1.00,0.00,0.00,0.00,0.21,0.00,0.82,0.09,0.00,0.00,0.46,0.00,0.00,0.25,0.00,0.00,0.00,0.00
MCG,97,3298,34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.47,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BRI,888,133519,150,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.08,0.10,0.78,0.00,0.47,0.72,0.52,0.02,0.35,0.00,0.59,0.16,0.30,0.64,0.28,0.00,0.00
BRE,995,115123,115,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.61,0.18,0.01,0.50,0.00,0.11,0.59,0.00,0.14,0.43,0.34,0.13,0.84,0.00,0.00,0.00
BRD,494,24700,50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KZN,745,93011,124,0.00,0.00,0.00,0.15,0.79,0.87,0.00,0.00,0.59,0.63,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.37,1.00,0.91,0.88,0.54,0.00,0.00
BRA,378,26460,70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWF,613,30650,50,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TWU,2503,247426,98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.43,0.40,0.32,0.43,0.00,0.00,1.00,0.00,0.43,0.32,0.00,0.43,0.00,0.00,0.00
EAM,1226,175664,143,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.18,1.00,0.10,0.00,0.03,0.05,0.00,0.00,0.00,1.00,0.00,0.05,0.00,0.26,0.00,0.00,0.37
YIC,466,69900,150,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.99,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,1.00,0.00,0.00
RKS,33,990,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ATM,1522,138048,90,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.57,0.49,0.00,0.00,0.71,0.95,0.00,1.00,0.41,0.00,0.00,0.00,0.49,0.00,0.00
RKD,480,4320,9,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EAS,648,49328,76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.03,0.01,0.17,0.00,0.00,0.17,0.00,0.00,0.02,0.05,0.21,0.23,0.00,0.21,0.00,0.00
EAR,917,17423,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EAU,102,5100,50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EAT,77,5852,76,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00
HOF,106,12828,121,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HOG,28,3360,120,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00
KLG,1780,16020,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,0.00,0.09,0.00,0.59,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00
HOB,15,750,50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.08,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HON,653,19590,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HOM,1330,34594,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.07,0.00,0.53,0.00,0.00,0.00,0.53,0.00,0.00,0.00,1.00,0.00,0.00,0.02,0.00
KLU,375,36320,96,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.35,0.53,0.00,0.91,1.00,0.21,0.00,0.00,0.10,0.00,0.62,0.00,0.00,0.00,0.00,0.00
KLV,72,9510,132,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HOU,412,39538,95,0.00,0.00,0.00,0.00,0.00,0.28,0.45,0.00,0.00,0.50,0.15,1.00,0.24,0.00,0.50,0.00,0.09,0.18,0.33,0.29,0.00,0.00,0.00,0.00
HOR,24,3285,136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00
ESB,8383,1267158,151,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.12,0.86,0.13,0.08,0.03,0.29,0.15,0.19,0.19,0.26,0.01,0.13,1.00,0.07,0.10,0.05,0.34
KLR,158,10890,68,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.32,0.00,0.00,0.00,0.13,0.00,0.00,0.62,0.00,0.00,1.00,0.00,0.00,0.00,0.00
KLX,5,882,176,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MCT,4473,675514,151,0.84,0.00,0.00,0.09,0.28,0.15,0.00,0.22,0.00,0.00,0.07,0.28,0.00,0.00,0.00,0.00,0.02,0.00,0.30,0.07,0.09,0.00,0.29,1.00
YGK,662,11916,18,0.00,0.00,0.00,0.00,0.00,0.79,1.00,0.00,0.00,0.00,0.69,0.00,0.00,0.69,0.00,0.00,0.70,1.00,0.00,0.79,0.00,0.00,0.00,0.00
YGJ,774,117652,152,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.70,0.00,0.00,1.00,0.00,0.13,0.61,0.00,0.70,0.00,0.00,0.54,0.00,0.00,0.00
SCE,223,9889,44,0.00,0.00,0.00,0.00,0.00,0.30,0.71,0.00,0.00,0.00,0.22,1.00,0.00,0.13,0.26,0.25,0.00,0.42,0.18,0.00,0.00,0.00,0.00,0.00
YGR,234,8658,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YGP,468,17316,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
ATH,9412,1334504,141,0.02,0.00,0.00,0.00,0.00,0.03,0.14,0.35,0.98,0.32,0.10,0.46,0.30,0.91,0.27,0.34,1.00,0.27,0.36,0.83,0.34,0.36,0.13,0.10
UIH,194,35308,182,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
YLW,2523,214287,84,0.00,0.00,0.00,0.00,0.00,0.09,0.52,0.28,0.09,0.35,0.23,0.24,0.58,0.15,0.34,0.06,0.15,0.27,0.19,0.13,1.00,0.01,0.00,0.00
EOH,509,18833,37,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.92,0.27,0.08,0.18,0.58,1.00,0.47,0.19,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SCY,500,61998,123,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.45,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VAK,1163,10467,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,1.00,0.00,0.00,0.71,1.00,0.00,0.00,0.00,0.00,0.00,0.00
LHE,887,185912,209,0.00,0.00,0.00,0.97,0.00,0.00,1.00,0.11,0.00,0.99,0.00,0.00,0.06,0.13,0.00,0.00,0.00,0.24,0.00,0.00,0.98,0.26,0.00,0.46
VAN,645,99945,154,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,1.00,0.02,0.00,0.00,0.30,0.40,0.00,0.27,0.00,0.00,0.00,0.00,0.00
VAL,30,3180,106,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VAA,546,41018,75,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.06,0.33,0.13,0.00,0.00,0.00,0.00,0.47,0.14,0.00,0.52,0.13,0.41,0.10,0.02,0.00,0.00
LHW,6782,977999,144,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.60,0.31,0.12,0.36,0.76,0.65,0.31,0.48,0.21,0.34,0.36,1.00,0.41,0.26,0.13,0.00
LHR,33215,7028691,211,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.40,0.51,0.94,0.94,0.81,0.69,0.94,0.82,0.58,0.73,0.72,0.60,0.57,0.77,1.00,0.67,0.00
VAR,108,14880,137,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.28,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VAS,128,16410,128,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.62,0.00,0.00,0.39,0.00,0.00,0.00,0.00
FIH,1297,237658,183,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.21,0.22,1.00,0.00,0.00,0.00,0.00,0.06,0.14,0.00,0.08,0.28,0.04
WUS,723,100230,138,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.38,0.00,0.00,1.00,0.00,0.15
WUX,5221,837758,160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.83,0.12,0.30,0.14,0.14,0.57,0.93,0.11,0.68,0.14,0.21,0.71,0.29,0.29,0.00,0.00
ORV,611,5499,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.19,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WUA,578,79108,136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.23,0.00,0.00,1.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.10
WUH,21590,3286441,152,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.95,0.38,0.77,0.83,0.88,0.52,0.88,0.94,0.93,0.56,0.83,0.88,0.90,0.62,1.00,0.07
CMN,4337,629808,145,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.14,0.06,0.24,1.00,0.52,0.07,0.65,0.31,0.31,0.31,0.66,0.20,0.53,0.44,0.43,0.12
CMI,305,14908,48,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.47,0.54,0.00,0.00,0.17,0.00,0.00,0.17,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00
CMH,3206,226427,70,0.00,0.00,0.00,0.00,0.00,0.08,1.00,0.55,0.60,0.17,0.18,0.11,0.18,0.15,0.06,0.08,0.36,0.23,0.22,0.06,0.00,0.00,0.00,0.00
CMG,260,18200,70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CMF,35,3430,98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
CME,64,5944,92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,1.00,0.00,0.07,0.00,0.00,0.00,0.87,0.00,0.00,0.00,0.00
CMB,6734,1320511,196,0.16,0.57,0.26,0.12,0.07,0.06,0.09,0.65,0.05,0.16,0.01,0.15,0.15,0.33,0.46,0.00,0.23,0.09,1.00,0.14,0.07,0.55,0.00,0.15
PCL,39,6044,154,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
CMX,49,2450,50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
UVF,394,94930,240,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.50,1.00,0.18,0.00,0.00,1.00,0.00,0.00,0.00
ORK,1786,176212,98,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.39,0.00,0.00,0.12,0.40,0.00,0.00,0.22,0.03,1.00,0.04,0.04,0.03,0.16,0.00,0.00,0.00
WGA,386,27388,70,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.08,0.00,0.00,0.31,0.00,0.00,0.04,0.23,0.00,0.00,0.00,0.00,0.00,0.00
ORH,54,5400,100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DSN,1410,194195,137,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.32,0.00,1.00,0.35,0.00,0.00,0.70,0.00,0.00,0.12,0.35,0.75,0.00,0.00,0.43
DSM,794,62771,79,0.00,0.00,0.00,0.00,0.00,0.09,1.00,0.29,0.04,0.05,0.03,0.14,0.07,0.26,0.06,0.08,0.27,0.23,0.15,0.15,0.00,0.00,0.00,0.00
DSE,83,4731,57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
INV,229,35724,156,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.18,0.00,0.00,0.00,0.00,0.35,0.00,0.19,0.00,1.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00
OKA,21138,4083433,193,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.02,0.10,0.29,0.63,0.87,0.28,0.57,0.45,0.30,0.25,1.00,0.06,0.37,0.13,0.00,0.00
OKC,884,83569,94,0.00,0.00,0.00,0.00,0.00,0.02,1.00,0.12,0.53,0.25,0.04,0.72,0.25,0.22,0.31,0.56,0.20,0.39,0.06,0.06,0.00,0.00,0.00,0.00
IND,3258,309824,95,0.00,0.00,0.00,0.00,0.00,0.08,1.00,0.97,0.27,0.14,0.10,0.10,0.17,0.02,0.14,0.13,0.21,0.34,0.18,0.19,0.08,0.00,0.00,0.00
OKJ,2235,393885,176,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.05,0.23,0.94,0.05,0.34,0.00,0.20,0.00,0.70,0.27,0.00,0.79,0.00,0.00,0.00,0.00
INC,4959,718648,144,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.42,0.00,0.29,0.00,0.71,0.90,0.62,0.41,0.70,0.51,0.70,0.98,0.34,0.32,0.20,0.21
DOH,30563,5053253,165,0.19,1.00,0.41,0.10,0.08,0.01,0.12,0.64,0.67,0.21,0.07,0.01,0.30,0.25,0.11,0.10,0.09,0.08,0.09,0.32,0.46,0.11,0.16,0.08
GLN,83,5478,66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DOM,101,3434,34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GLA,3051,425944,139,0.00,0.00,0.00,0.00,0.00,0.00,0.23,1.00,0.33,0.37,0.26,0.30,0.17,0.92,0.25,0.48,0.48,0.37,0.16,0.61,0.70,0.04,0.00,0.00
SSB,3398,57766,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.91,0.58,0.99,0.41,0.00,0.59,1.00,0.41,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKU,1208,140986,116,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.10,0.19,0.25,0.00,0.00,0.21,0.00,1.00,0.00,0.21,0.00,0.00,0.24,0.00
AKJ,675,103348,153,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,1.00,0.06,0.05,0.00,0.20,0.04,0.09,0.05,0.00,0.00,0.00
AKI,937,8433,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.16,0.00,0.86,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
DOY,232,38258,164,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
AKN,348,11832,34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
AKL,20357,2476710,121,0.01,0.13,0.00,0.01,0.00,0.00,0.60,0.54,0.58,0.57,0.32,0.15,0.23,0.27,0.56,0.37,0.46,0.39,1.00,0.35,0.20,0.07,0.12,0.23
GLT,2342,197162,84,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.66,0.06,0.22,0.16,0.32,0.94,0.21,0.27,0.00,1.00,0.39,0.69,0.13,0.00,0.00,0.00,0.00
GLV,611,4888,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DOU,664,46480,70,0.00,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00
XFN,532,80289,150,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.58,0.00,0.42,1.00,0.75,0.00
BSR,260,41995,161,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,1.00,0.31,0.00,0.00,0.42,0.00,0.48,0.50,0.00,0.00,0.00,0.00,0.00,0.00
BSL,3884,472236,121,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.96,0.34,0.09,0.52,0.78,0.70,0.64,0.36,0.57,0.51,0.81,0.51,0.76,0.15,0.45,0.00,0.00
BSD,532,71884,135,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.14,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.14,0.51,0.00,0.00
BSB,33403,5186876,155,0.05,0.00,0.06,0.00,0.05,0.12,0.15,0.37,0.43,0.65,0.87,0.55,0.25,0.26,0.27,0.21,0.32,0.22,0.66,0.35,1.00,0.64,0.30,0.21
AUA,892,126227,141,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.20,0.10,0.18,0.14,0.09,0.15,1.00,0.24,0.00,0.00,0.00
AUG,455,4095,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUH,20613,3593199,174,0.13,0.15,1.00,0.15,0.00,0.02,0.02,0.08,0.50,0.57,0.81,0.12,0.07,0.06,0.14,0.24,0.09,0.06,0.00,0.04,0.02,0.59,0.22,0.20
AUK,605,5445,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GOA,1100,139904,127,0.00,0.00,0.00,0.00,0.00,0.00,0.11,1.00,0.26,0.31,0.73,0.00,0.57,0.30,0.00,0.08,0.60,0.63,0.13,0.80,0.07,0.00,0.00,0.15
AUS,1575,203769,129,0.00,0.00,0.00,0.00,0.00,0.14,0.71,0.50,0.82,0.64,0.26,0.57,0.39,0.23,0.49,0.50,0.33,0.66,1.00,0.14,0.02,0.00,0.00,0.00
AUX,218,15260,70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,1.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
