Name,Total Flights,Number of Seats,Seats per Departures,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
PUM,84,6048,72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SBP,334,12133,36,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.74,0.26,0.26,0.00,0.26,0.58,0.00,0.44,0.00,0.32,0.18,0.26,0.00,1.00,0.00,0.00,0.00
MMY,3999,562051,140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.54,0.46,0.54,0.07,1.00,0.15,0.54,0.67,0.65,0.54,0.00,0.00,0.00,0.00
MMX,79,10314,130,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.27,0.00,0.15,0.00,0.00,0.00,0.29,0.53,0.00,0.80,0.09,0.00,0.62,1.00,0.00,0.00,0.00
PUJ,3364,480028,142,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.02,0.04,0.01,0.25,0.07,0.08,0.66,0.16,1.00,0.46,0.00,0.50,0.04,0.07,0.18
SBZ,1078,112356,104,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.17,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.14,0.00,0.83,0.83,0.00,0.00,0.00,0.00
PUF,807,97664,121,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.70,0.00,0.56,0.87,0.09,0.49,0.23,0.00,0.00,0.73,0.34,0.00,1.00,0.38,0.00,0.00,0.00
SBY,196,8175,41,0.00,0.00,0.00,0.00,0.00,0.00,0.15,1.00,0.04,0.00,0.00,0.23,0.07,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CAI,15155,2144636,141,0.08,0.06,0.13,0.15,0.25,0.28,0.05,0.33,0.76,0.92,0.64,0.18,0.26,0.42,0.24,0.09,0.45,0.44,0.35,0.24,0.32,0.11,0.50,1.00
PUB,29,870,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.07,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JJN,5195,733070,141,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.52,0.62,0.54,0.30,0.28,0.71,0.28,0.41,0.13,0.00,1.00,0.45,0.13,0.11,0.15,0.00
SBA,429,26799,62,0.00,0.00,0.00,0.00,0.00,0.25,0.67,0.00,0.14,0.15,0.12,0.03,0.25,0.11,0.04,0.70,0.26,1.00,0.05,0.10,0.13,0.00,0.00,0.00
MMH,133,9928,74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.55,0.00,0.00,0.00,0.00,0.00,0.60,0.31,1.00,0.30,0.00,0.00,0.00,0.00
MMK,416,48256,116,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.00,0.00,0.00
MME,191,15280,80,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00
PUU,98,3626,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
PUW,114,8664,76,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.42
SBN,260,13400,51,0.00,0.00,0.00,0.00,0.00,0.28,0.78,0.76,1.00,0.00,0.14,0.08,0.16,0.04,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00
AVV,1053,186381,177,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.43,0.00,0.00,0.00
MMB,3233,299833,92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.65,0.20,0.00,0.00,0.00,0.27,1.00,0.00,0.00,0.20,0.00,0.72,0.00,0.00,0.00
BAV,2181,310672,142,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.29,0.00,0.05,0.25,0.48,0.35,0.54,0.87,0.00,0.59,0.21,0.90,1.00,0.29,0.06,0.31
KOJ,7829,1194030,152,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.27,0.43,0.74,0.06,0.61,0.18,0.85,0.39,0.94,0.20,0.19,0.67,0.66,0.00,0.00,0.00
BAQ,5526,751172,135,0.00,0.00,0.00,0.00,0.00,0.05,1.00,0.26,0.77,0.00,0.29,0.06,0.03,0.53,0.05,0.51,0.03,0.23,0.23,0.29,0.00,0.38,0.00,0.00
KOA,1819,214128,117,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.18,0.76,0.58,0.90,0.44,0.27,0.13,1.00,0.62,0.89,0.46,0.31,0.06,0.28,0.36,0.35,0.60
KOE,1933,199348,103,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.44,0.32,0.00,0.00,0.20,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ERZ,990,149160,150,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,1.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.94,0.14,0.00
BAY,233,11184,48,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HAK,17317,2628619,151,0.08,0.02,0.00,0.00,0.00,0.00,0.56,0.98,0.99,0.77,0.45,0.45,0.78,1.00,0.51,0.57,0.94,0.81,0.51,0.48,0.60,0.60,0.39,0.20
ERC,41,5836,142,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ERL,350,26084,74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00
ERN,31,1426,46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ERH,50,3300,66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ERI,112,5119,45,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,1.00,0.38,0.30,0.00,0.00,0.00,0.00,0.00,0.00
BAH,22244,3092442,139,0.28,0.78,0.40,0.19,0.02,0.04,0.00,0.01,0.06,0.67,0.56,0.21,0.00,0.21,0.39,0.10,0.16,0.20,0.36,0.14,1.00,0.16,0.31,0.06
HAN,19279,3100638,160,0.87,0.28,0.00,0.00,0.00,0.00,0.35,0.37,0.81,0.37,1.00,0.09,0.62,0.41,0.46,0.74,0.42,0.41,0.33,0.10,0.12,0.00,0.00,0.58
VPS,296,18102,61,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.99,0.35,0.11,0.26,0.88,0.00,1.00,0.43,0.51,0.00,0.72,0.25,0.00,0.00,0.00,0.00,0.00
YFC,1423,59861,42,0.00,0.00,0.00,0.00,0.00,0.86,1.00,0.00,0.00,0.00,0.45,0.86,0.30,0.00,0.00,0.00,0.25,0.86,0.43,0.00,0.94,0.00,0.00,0.00
PQC,997,124724,125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.03,1.00,0.40,0.01,0.15,0.00,0.04,0.00,0.13,0.00,0.02,0.00,0.00,0.00,0.00,0.00
YPR,213,10650,50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
STG,154,5236,34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00
STC,30,1500,50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STL,11160,321081,28,0.00,0.00,0.00,0.00,0.00,0.08,1.00,0.38,0.34,0.58,0.35,0.22,0.24,0.13,0.33,0.22,0.24,0.20,0.42,0.15,0.06,0.04,0.00,0.00
STM,3331,402698,120,0.00,0.08,0.00,0.39,0.00,0.64,0.56,0.18,0.18,0.00,0.82,0.21,0.00,0.00,0.03,0.32,0.64,0.00,0.00,0.38,0.00,0.00,1.00,0.00
STN,2466,342352,138,0.00,0.00,0.00,0.00,0.00,0.00,0.07,1.00,0.28,0.18,0.11,0.05,0.21,0.36,0.18,0.19,0.12,0.32,0.11,0.50,0.96,0.06,0.00,0.00
STI,246,31958,129,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.20,0.00,0.00,0.00,0.07,0.00,0.05,0.00,1.00,0.00,0.20,0.04,0.26,0.00,0.00,0.00,0.00
JXA,217,28458,131,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.44,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STW,443,55808,125,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STR,6550,836496,127,0.00,0.00,0.00,0.00,0.00,0.27,1.00,0.54,0.51,0.20,0.80,0.27,0.47,0.04,0.41,0.65,0.44,0.54,0.96,0.92,0.43,0.01,0.00,0.00
STS,182,13832,76,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.49,0.00,0.49,0.84,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
STX,3395,82332,24,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.06,0.62,0.79,0.00,0.02,0.11,0.02,0.69,0.06,0.58,0.16,1.00,0.06,0.00,0.00,0.00,0.00
TFN,5286,495675,93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.24,0.35,0.23,0.30,0.08,0.11,0.58,0.31,0.30,0.32,0.38,0.85,0.35,0.17,0.00,0.00
TFF,404,29888,73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
NCL,1819,239163,131,0.00,0.00,0.00,0.00,0.00,0.11,0.28,0.59,0.10,0.53,0.22,0.59,0.02,1.00,0.17,0.18,0.22,0.50,0.29,0.28,0.47,0.00,0.00,0.00
NCE,5840,874105,149,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.87,0.43,0.42,0.57,0.70,0.51,0.69,0.97,0.93,1.00,0.59,0.77,0.50,0.64,0.49,0.05,0.00
TFS,1749,302761,173,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.09,0.98,0.59,1.00,1.00,0.46,0.68,0.26,0.84,0.53,0.08,0.04,0.06,0.00
FNT,137,7939,57,0.00,0.00,0.00,0.00,0.00,0.15,0.16,0.25,0.00,0.00,0.00,0.04,0.08,0.18,0.00,0.09,0.15,1.00,0.00,0.00,0.00,0.00,0.00,0.00
YQL,579,10422,18,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.73,0.00,0.00,0.79,0.00,0.00,1.00,0.58,0.00,0.00,0.85,0.00,0.00,0.00,0.00
LIL,475,67818,142,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.12,0.07,0.07,0.00,0.19,1.00,0.00,0.00,0.05,0.41,0.00,0.00
LIM,17864,2667485,149,0.18,0.24,0.05,0.02,0.21,0.63,0.07,0.04,0.55,0.36,1.00,0.25,0.42,0.14,0.12,0.02,0.10,0.25,0.08,0.21,0.08,0.66,0.44,0.52
LIN,9865,1371394,139,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.98,0.40,1.00,0.30,0.27,0.93,0.43,0.29,0.38,0.28,0.58,0.44,0.65,0.40,0.39,0.11,0.00
LIH,3710,349494,94,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.11,0.77,0.70,0.39,0.84,0.05,0.09,0.91,0.16,1.00,0.00,0.47,0.70,0.00,0.28,0.25,0.32
VFA,369,48300,130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LIT,493,33654,68,0.00,0.00,0.00,0.00,0.00,0.51,1.00,0.10,0.00,0.30,0.32,0.13,0.26,0.09,0.13,0.43,0.17,0.29,0.29,0.21,0.00,0.00,0.00,0.00
FNC,775,120315,155,0.06,0.00,0.00,0.00,0.00,0.24,0.00,0.40,0.17,0.92,0.37,0.42,1.00,0.60,0.33,0.37,0.54,0.24,0.72,0.24,0.00,0.95,0.09,0.00
FNA,66,16160,244,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
LIS,9356,1312839,140,0.00,0.03,0.00,0.00,0.00,0.04,0.28,1.00,0.60,0.78,0.27,0.54,0.47,0.69,0.66,0.34,0.73,0.11,0.46,0.56,0.36,0.10,0.16,0.26
WTB,111,8214,74,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.35,0.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BNE,25223,3374557,133,0.07,0.00,0.11,0.00,0.00,0.22,0.49,0.46,1.00,0.80,0.64,0.57,0.52,0.33,0.65,0.46,0.51,0.45,0.41,0.49,0.33,0.13,0.02,0.24
WTK,611,5499,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WTL,931,8379,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
TPE,31066,5104784,164,0.09,0.00,0.00,0.00,0.00,0.00,0.09,0.92,0.97,0.64,0.65,0.67,0.76,0.59,0.72,0.62,1.00,0.84,0.35,0.81,0.28,0.14,0.14,0.68
TPA,8737,688865,78,0.00,0.00,0.00,0.00,0.00,0.02,0.89,1.00,0.65,0.20,0.40,0.59,0.58,0.27,0.53,0.41,0.16,0.34,0.52,0.20,0.48,0.00,0.02,0.00
HRL,70,4254,60,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.32,0.00,1.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00
HRI,202,40591,200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.54,0.39,0.00,0.34,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HRK,221,20382,92,0.00,0.00,0.94,0.00,0.00,0.00,0.00,1.00,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TPP,61,9136,149,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,1.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.40,0.00
HRE,1888,223122,118,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.01,0.15,0.00,0.00,0.49,0.01,1.00,0.22,0.77,0.10,0.18,0.82,0.00,0.00,0.00,0.00,0.00
HRG,1525,157798,103,1.00,0.00,0.00,0.00,0.27,0.00,0.76,0.00,0.51,0.35,0.07,0.44,0.84,0.88,0.65,0.17,0.53,0.20,0.87,0.32,0.77,0.60,0.05,0.00
HRB,11148,1697200,152,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,1.00,0.86,0.46,0.32,0.66,0.71,0.55,0.79,0.68,0.84,0.50,0.48,0.31,0.19,0.08,0.00
XNA,983,57551,58,0.00,0.00,0.00,0.00,0.00,0.26,0.40,0.93,0.24,0.33,0.09,0.20,0.37,0.05,0.01,0.07,1.00,0.64,0.18,0.06,0.00,0.00,0.00,0.00
HJR,248,40635,163,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KAO,99,11293,114,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.34,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.95,0.00,0.00,0.52,0.00,0.00
KAN,171,23446,137,0.97,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21
KAL,819,7371,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.71,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RHI,663,33150,50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
RHO,559,66402,118,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.13,0.06,0.00,0.68,0.00,0.05,0.00,0.31,0.38,0.00,0.11,0.00,1.00,0.00,0.00,0.00,0.00
KAT,159,3021,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.20,0.00,0.20,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00
RHD,25,2400,96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ACT,189,9168,48,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.00,0.00,1.00,0.26,0.00,0.00,0.00,0.00,1.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00
YEG,6041,523173,86,0.31,0.00,0.00,0.00,0.00,0.10,0.96,1.00,0.96,0.20,0.67,0.81,0.41,0.73,0.51,0.49,0.29,0.34,0.79,0.99,0.44,0.20,0.18,0.01
ACX,281,35482,126,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.00,0.00,1.00,0.91,0.94,0.00,0.00,0.00,0.00,0.59,1.00,0.00
RTA,51,969,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RTB,646,48313,74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,1.00,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RTM,731,66722,91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.08,0.14,0.12,0.00,0.20,0.11,0.00,0.00,1.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00
YQR,1450,109492,75,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.63,0.03,0.20,0.14,1.00,0.14,0.00,0.46,0.30,0.05,0.02,0.17,0.39,0.30,0.17,0.00,0.00
ENA,4078,99496,24,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.37,0.68,0.44,0.00,0.46,0.00,0.51,0.00,0.46,1.00,0.39,0.33,0.51,0.72,0.22,0.71,0.25
ENE,730,52560,72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENH,673,96342,143,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.70,1.00,0.00,0.00,0.19,0.96,0.00,0.00,0.00,0.00,0.00,0.00
YXY,126,12222,97,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENU,13,2080,160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENY,300,48081,160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
OXB,32,4283,133,0.00,0.00,0.52,1.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CZX,2305,343362,148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.33,0.00,0.89,0.46,0.38,0.74,0.00,0.09,0.38,0.33,0.33,0.33,0.67,0.00,0.32,0.00
CZS,281,40464,144,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CZL,49,6468,132,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
CZM,133,19120,143,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.09,1.00,0.00,0.32,0.02,0.00,0.13,0.00,0.00,0.00,0.00,0.00
ATL,31253,3770583,120,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.11,0.19,0.59,0.67,0.25,0.60,0.15,0.09,0.14,0.21,0.33,0.15,0.43,1.00,0.21,0.04,0.00
ISP,54,1998,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.85,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ATK,884,7956,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ISU,167,22762,136,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IST,27468,4191108,152,1.00,0.82,0.02,0.05,0.01,0.15,0.25,0.42,0.77,0.37,0.32,0.46,0.52,0.84,0.73,0.88,0.43,0.29,0.78,0.94,0.80,0.41,0.30,0.30
ATW,466,24754,53,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.00,0.00,0.00,0.05,0.08,0.06,0.00,0.04,0.00,0.14,0.04,0.02,0.00,0.00,0.00,0.00,0.00
ATT,937,8433,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.16,0.00,0.86,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
ISN,412,20600,50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.07,0.00,0.00,0.00,0.12,0.05,0.04,0.00,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
ATQ,737,158203,214,0.00,0.00,0.00,0.23,0.00,0.02,0.11,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00
ISB,1110,247811,223,0.00,0.08,0.24,0.49,0.00,0.00,1.00,0.89,0.00,0.71,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.31,0.00,0.32
ISA,718,65468,91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.35,0.00,0.00,0.34,0.00,0.10,0.00,0.00,0.00,1.00,0.05,0.00,0.00,0.00,0.00
YXU,1349,58017,43,0.00,0.00,0.00,0.00,0.00,0.00,0.57,1.00,0.37,0.88,0.51,0.40,0.00,0.51,0.00,0.51,0.00,0.15,0.86,0.35,0.77,0.00,0.00,0.00
ISG,5566,788516,141,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.79,0.46,0.60,0.51,0.54,0.57,0.06,1.00,0.12,0.42,0.44,0.42,0.00,0.00,0.00
ISE,24,3102,129,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ATY,1464,27816,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.11,0.00,0.55,0.00,1.00,0.00,0.00,0.00,0.11,0.66,0.00,0.00,0.00,0.00,0.00
PVR,746,97223,130,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.35,0.01,0.14,0.00,0.00,0.05,0.70,1.00,0.57,0.66,0.56,0.00,0.08,0.00,0.03,0.00,0.00
SEZ,5657,310336,54,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.11,1.00,0.96,0.11,0.11,0.08,0.06,0.23,0.24,0.27,0.18,0.11,0.11,0.77,0.05,0.00,0.22
JKL,168,6216,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,1.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PVC,453,4077,9,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.16,1.00,0.16,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JKH,202,14948,74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.16,0.00,0.00,0.14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.31,0.00,0.00
PVD,518,49834,96,0.00,0.00,0.00,0.00,0.00,0.11,0.54,1.00,0.54,0.29,0.06,0.58,0.33,0.31,0.05,0.17,0.49,0.94,0.01,0.37,0.00,0.00,0.00,0.00
PVG,50332,7930747,157,0.36,0.09,0.00,0.00,0.00,0.00,0.08,0.48,0.92,0.80,0.70,0.93,1.00,0.91,0.64,0.70,0.77,0.90,0.90,0.52,0.64,0.85,0.34,0.41
PVH,2754,372920,135,0.00,0.01,0.34,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.34,0.00,1.00,0.40,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.36
